#ZVView-data-copy:  25-Jan-2019 04:42:21
#=======================================
#
#name:   79-AU-197(N,G)79-AU-198,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  2424
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.03188      0.00017       0.5374      0.02187  # 1975,E.Fort+             ## 20573002
        0.0319            0         0.57            0  # 1976,R.Gwin+             ## 10267045
        0.0319            0        0.568     0.009088  # 1973,J.B.Czirr+          ## 10305003
         0.032       0.0045        0.947       0.0947  # 1962,J.A.Miskel+         ## 12115008
      0.032048    0.0001475        0.522      0.08613  # 2011,C.Lederer+          ## 23152004
       0.03213      0.00017      0.54622      0.02225  # 1975,E.Fort+             ## 20573002
      0.032345     0.000149        0.549     0.073017  # 2011,C.Lederer+          ## 23152004
       0.03238      0.00017      0.56535      0.02299  # 1975,E.Fort+             ## 20573002
        0.0325       0.0025        0.537        0.032  # 1983,N.Yamamuro+         ## 21911003
        0.0326            0        0.551            0  # 1969,D.Kompe             ## 20358035
        0.0326            0        0.557            0  # 1973,F.Froehner          ## 21020002
       0.03263      0.00017      0.57097      0.02321  # 1975,E.Fort+             ## 20573002
      0.032644      0.00015        0.476     0.086632  # 2011,C.Lederer+          ## 23152004
       0.03278            0        0.584      0.05256  # 1970,M.P.Fricke+         ## 10049007
       0.03288      0.00017      0.51502      0.02114  # 1975,E.Fort+             ## 20573002
      0.032946     0.000152        0.618      0.13967  # 2011,C.Lederer+          ## 23152004
         0.033        0.001        0.555        0.025  # 1974,V.S.Shorin+         ## 40222002
         0.033        0.001        0.565        0.028  # 1977,V.N.Kononov+        ## 40520002
       0.03313      0.00018      0.55347      0.02265  # 1975,E.Fort+             ## 20573002
        0.0332            0        0.485            0  # 1961,J.H.Gibbons+        ## 11329067
      0.033251     0.000153        0.498     0.065736  # 2011,C.Lederer+          ## 23152004
       0.03338      0.00018      0.56677      0.02314  # 1975,E.Fort+             ## 20573002
        0.0335            0        0.546            0  # 1969,D.Kompe             ## 20358035
        0.0335            0        0.552            0  # 1973,F.Froehner          ## 21020002
      0.033558    0.0001545        0.514     0.088408  # 2011,C.Lederer+          ## 23152004
       0.03363      0.00018      0.52204      0.02149  # 1975,E.Fort+             ## 20573002
      0.033869     0.000156        0.376      0.10829  # 2011,C.Lederer+          ## 23152004
       0.03388      0.00018      0.48504      0.02011  # 1975,E.Fort+             ## 20573002
         0.034            0        0.525        0.065  # 1963,I.Bergqvist         ## 20024005
       0.03413      0.00018      0.51634      0.02124  # 1975,E.Fort+             ## 20573002
      0.034182    0.0001575        0.461     0.086207  # 2011,C.Lederer+          ## 23152004
       0.03438      0.00019      0.52802      0.02161  # 1975,E.Fort+             ## 20573002
        0.0344            0         0.54            0  # 1969,D.Kompe             ## 20358035
        0.0344            0        0.546            0  # 1973,F.Froehner          ## 21020002
      0.034499     0.000159        0.446      0.13826  # 2011,C.Lederer+          ## 23152004
        0.0346            0        0.485        0.053  # 1968,L.M.Spitz+          ## 30114007
       0.03463      0.00019      0.53775      0.02206  # 1975,E.Fort+             ## 20573002
      0.034818      0.00016        0.512     0.077312  # 2011,C.Lederer+          ## 23152004
       0.03488      0.00019      0.56112      0.02283  # 1975,E.Fort+             ## 20573002
         0.035            0         0.44            0  # 1964,E.Haddad+           ## 12196002
         0.035        0.001        0.553        0.025  # 1974,V.S.Shorin+         ## 40222002
         0.035        0.001        0.551        0.027  # 1977,V.N.Kononov+        ## 40520002
       0.03513      0.00019      0.52628      0.02155  # 1975,E.Fort+             ## 20573002
       0.03514     0.000162        0.463     0.075006  # 2011,C.Lederer+          ## 23152004
       0.03538      0.00019      0.56265      0.02277  # 1975,E.Fort+             ## 20573002
        0.0354            0         0.53            0  # 1969,D.Kompe             ## 20358035
        0.0354            0        0.536            0  # 1973,F.Froehner          ## 21020002
      0.035466    0.0001635        0.489      0.10465  # 2011,C.Lederer+          ## 23152004
        0.0355            0          0.5            0  # 1961,J.H.Gibbons+        ## 11329067
        0.0355            0        0.475            0  # 1961,J.H.Gibbons+        ## 11329067
       0.03563       0.0002      0.55411      0.02245  # 1975,E.Fort+             ## 20573002
       0.03578            0         0.55        0.055  # 1970,M.P.Fricke+         ## 10049007
      0.035794    0.0001645        0.609     0.085869  # 2011,C.Lederer+          ## 23152004
       0.03588       0.0002      0.51205       0.0209  # 1975,E.Fort+             ## 20573002
         0.036      0.00745        0.623            0  # 1965,K.K.Harris+         ## 12197002
         0.036       0.0016        0.488        0.022  # 1968,W.P.Poenitz+        ## 21848002
      0.036124    0.0001665        0.317       0.1062  # 2011,C.Lederer+          ## 23152004
       0.03613       0.0002      0.49374      0.02004  # 1975,E.Fort+             ## 20573002
       0.03638       0.0002      0.54063      0.02203  # 1975,E.Fort+             ## 20573002
        0.0364            0        0.532            0  # 1969,D.Kompe             ## 20358035
        0.0364            0        0.538            0  # 1973,F.Froehner          ## 21020002
      0.036459     0.000168        0.497     0.084987  # 2011,C.Lederer+          ## 23152004
       0.03663       0.0002      0.52802      0.02147  # 1975,E.Fort+             ## 20573002
      0.036796    0.0001695        0.483      0.06762  # 2011,C.Lederer+          ## 23152004
       0.03688      0.00021      0.52957      0.02142  # 1975,E.Fort+             ## 20573002
         0.037        0.001        0.543        0.025  # 1974,V.S.Shorin+         ## 40222002
         0.037        0.001        0.542        0.027  # 1977,V.N.Kononov+        ## 40520002
       0.03713      0.00021      0.55044      0.02214  # 1975,E.Fort+             ## 20573002
      0.037137     0.000171        0.557     0.084107  # 2011,C.Lederer+          ## 23152004
       0.03738      0.00021      0.56222      0.02275  # 1975,E.Fort+             ## 20573002
       0.03748    0.0001725        0.621     0.075141  # 2011,C.Lederer+          ## 23152004
        0.0375            0         0.45            0  # 1960,E.G.Bilpuch+        ## 11187004
        0.0375            0         0.68            0  # 1960,E.G.Bilpuch+        ## 11187005
        0.0375            0        0.537            0  # 1969,D.Kompe             ## 20358035
        0.0375            0        0.543            0  # 1973,F.Froehner          ## 21020002
       0.03763      0.00021      0.57764      0.02327  # 1975,E.Fort+             ## 20573002
        0.0377            0        0.437        0.048  # 1968,L.M.Spitz+          ## 30114007
      0.037827     0.000174        0.673     0.073357  # 2011,C.Lederer+          ## 23152004
       0.03788      0.00022      0.59666      0.02392  # 1975,E.Fort+             ## 20573002
         0.038            0         0.44            0  # 1961,J.H.Gibbons+        ## 11329067
       0.03813      0.00022      0.58852      0.02367  # 1975,E.Fort+             ## 20573002
      0.038177     0.000176        0.625     0.080625  # 2011,C.Lederer+          ## 23152004
       0.03838      0.00022      0.59044      0.02383  # 1975,E.Fort+             ## 20573002
       0.03853    0.0001775        0.432     0.086832  # 2011,C.Lederer+          ## 23152004
        0.0386            0        0.538            0  # 1969,D.Kompe             ## 20358035
        0.0386            0        0.544            0  # 1973,F.Froehner          ## 21020002
       0.03863      0.00022      0.56734      0.02287  # 1975,E.Fort+             ## 20573002
       0.03888      0.00022      0.56846      0.02304  # 1975,E.Fort+             ## 20573002
      0.038887     0.000179         0.61      0.07564  # 2011,C.Lederer+          ## 23152004
         0.039        0.001        0.523        0.025  # 1974,V.S.Shorin+         ## 40222002
         0.039        0.001        0.523        0.026  # 1977,V.N.Kononov+        ## 40520002
       0.03913      0.00023      0.56862      0.02286  # 1975,E.Fort+             ## 20573002
       0.03923            0         0.52        0.052  # 1970,M.P.Fricke+         ## 10049007
      0.039247     0.000181        0.662      0.07944  # 2011,C.Lederer+          ## 23152004
       0.03938      0.00023      0.58144      0.02337  # 1975,E.Fort+             ## 20573002
        0.0395            0         0.45            0  # 1961,J.H.Gibbons+        ## 11329067
       0.03961     0.000182        0.515      0.07313  # 2011,C.Lederer+          ## 23152004
       0.03963      0.00023       0.5586      0.02266  # 1975,E.Fort+             ## 20573002
        0.0397            0        0.528            0  # 1969,D.Kompe             ## 20358035
        0.0397            0        0.534            0  # 1973,F.Froehner          ## 21020002
       0.03988      0.00023       0.5498      0.02213  # 1975,E.Fort+             ## 20573002
      0.039976    0.0001845        0.477     0.070596  # 2011,C.Lederer+          ## 23152004
          0.04        0.005        0.487        0.028  # 1983,N.Yamamuro+         ## 21911003
       0.04013      0.00023      0.55734      0.02258  # 1975,E.Fort+             ## 20573002
      0.040346    0.0001855         0.36        0.126  # 2011,C.Lederer+          ## 23152004
       0.04038      0.00024      0.54499      0.02208  # 1975,E.Fort+             ## 20573002
       0.04063      0.00024      0.55177      0.02234  # 1975,E.Fort+             ## 20573002
       0.04072    0.0001875        0.553      0.08295  # 2011,C.Lederer+          ## 23152004
       0.04088      0.00024      0.55302      0.02227  # 1975,E.Fort+             ## 20573002
        0.0409            0        0.501            0  # 1969,D.Kompe             ## 20358035
        0.0409            0        0.507            0  # 1973,F.Froehner          ## 21020002
         0.041        0.001        0.495        0.027  # 1977,V.N.Kononov+        ## 40520002
         0.041            0         0.46            0  # 1964,V.A.Konks+          ## 40799004
      0.041096    0.0001895        0.545      0.07848  # 2011,C.Lederer+          ## 23152004
       0.04113      0.00024      0.55638      0.02254  # 1975,E.Fort+             ## 20573002
        0.0412            0          0.5            0  # 1976,R.Gwin+             ## 10267045
        0.0412            0        0.531     0.007965  # 1973,J.B.Czirr+          ## 10305003
        0.0413            0         0.39            0  # 1961,J.H.Gibbons+        ## 11329067
        0.0413            0        0.435        0.047  # 1968,L.M.Spitz+          ## 30114007
       0.04138      0.00025      0.53988      0.02184  # 1975,E.Fort+             ## 20573002
      0.041477     0.000191        0.325      0.11733  # 2011,C.Lederer+          ## 23152004
